date,value
2013-07-23,235.0273605
2013-07-24,227.8876228
2013-07-25,171.3568909
2013-07-26,181.0331167
2013-07-27,221.3827492
2013-07-28,233.5325406
2013-07-29,174.4620331
2013-07-30,266.097578
2013-07-31,173.8007824
2013-08-01,207.861259
2013-08-02,261.2371632
2013-08-03,171.1024615
2013-08-04,155.1926656
2013-08-05,151.2080164
2013-08-06,201.8542654
2013-08-07,133.6561512
2013-08-08,215.0763004
2013-08-09,205.3897725
2013-08-10,254.74284
2013-08-11,203.1179876
2013-08-12,193.0975363
2013-08-13,223.7977618
2013-08-14,217.7625608
2013-08-15,222.5760602
2013-08-16,133.1792018
2013-08-17,227.7347399
2013-08-18,195.0319974
2013-08-19,233.9211251
2013-08-20,228.4139294
2013-08-21,189.8956625
2013-08-22,260.6759155
2013-08-23,176.2297084
2013-08-24,196.607039
2013-08-25,169.1894503
2013-08-26,252.2678108
2013-08-27,238.0789348
2013-08-28,224.4543639
2013-08-29,265.8032431
2013-08-30,312.0093689
2013-08-31,288.6962005
2013-09-01,226.2133494
2013-09-02,312.1497512
2013-09-03,204.0394803
2013-09-04,270.3749429
2013-09-05,203.6276801
2013-09-06,202.9763366
2013-09-07,222.1898636
2013-09-08,258.3493286
2013-09-09,266.8538233
2013-09-10,182.5077888
2013-09-11,148.3641926
2013-09-12,244.6186276
2013-09-13,228.5827159
2013-09-14,142.2025949
2013-09-15,237.2408459
2013-09-16,243.589665
2013-09-17,211.6824448
2013-09-18,242.9937153
2013-09-19,284.9911405
2013-09-20,216.222852
2013-09-21,241.1869033
2013-09-22,197.1380442
2013-09-23,223.9220267
2013-09-24,292.308487
2013-09-25,209.0809187
2013-09-26,182.6266218
2013-09-27,244.5698008
2013-09-28,178.0660591
2013-09-29,263.1839332
2013-09-30,216.4272543
2013-10-01,233.8337848
2013-10-02,195.7457818
2013-10-03,246.4401223
2013-10-04,182.1261179
2013-10-05,253.1122576
2013-10-06,220.5949647
2013-10-07,252.0907637
2013-10-08,220.2787633
2013-10-09,165.1818416
2013-10-10,159.1967465
2013-10-11,288.9371078
2013-10-12,220.8293685
2013-10-13,218.4570464
2013-10-14,169.0322981
2013-10-15,287.1380007
2013-10-16,267.2894064
2013-10-17,275.1366143
2013-10-18,281.6070648
2013-10-19,224.766655
2013-10-20,318.1029983
2013-10-21,292.6044448
2013-10-22,301.1254381
2013-10-23,316.359486
2013-10-24,298.9933376
2013-10-25,311.8971599
2013-10-26,217.9277513
2013-10-27,309.3333991
2013-10-28,314.7308118
2013-10-29,278.5903712
2013-10-30,305.1588232
2013-10-31,359.3753481
2013-11-01,384.3571222
2013-11-02,336.8784811
2013-11-03,244.5739597
2013-11-04,273.231704
2013-11-05,371.9043658
2013-11-06,340.1484316
2013-11-07,433.1173584
2013-11-08,508.5569214
2013-11-09,490.1678012
2013-11-10,421.2620487
2013-11-11,491.7669553
2013-11-12,443.2688101
2013-11-13,562.6479817
2013-11-14,612.0011275
2013-11-15,535.5618945
2013-11-16,528.5173292
2013-11-17,602.0923654
2013-11-18,859.9970477
2013-11-19,909.7520541
2013-11-20,742.7071991
2013-11-21,838.6871521
2013-11-22,879.3995742
2013-11-23,898.6223057
2013-11-24,900.642174
2013-11-25,955.2706882
2013-11-26,1083.450583
2013-11-27,1058.123741
2013-11-28,1251.163042
2013-11-29,1320.063934
2013-11-30,1242.705276
2013-12-01,1302.376169
2013-12-02,1163.041158
2013-12-03,1256.924282
2013-12-04,1317.5517
2013-12-05,1203.457716
2013-12-06,1114.590722
2013-12-07,943.8251537
2013-12-08,872.8826783
2013-12-09,946.3418097
2013-12-10,1042.997102
2013-12-11,1123.82366
2013-12-12,1010.930849
2013-12-13,1080.534365
2013-12-14,999.0982234
2013-12-15,940.2410558
2013-12-16,1036.539832
2013-12-17,863.0273217
2013-12-18,790.0972608
2013-12-19,734.0286861
2013-12-20,853.9957577
2013-12-21,726.5108905
2013-12-22,747.1724785
2013-12-23,740.4630115
2013-12-24,810.4485637
2013-12-25,849.9969668
2013-12-26,874.6014099
2013-12-27,845.7403398
2013-12-28,894.4224316
2013-12-29,827.551689
2013-12-30,900.5109485
2013-12-31,845.3114051
2014-01-01,823.7254976
2014-01-02,931.8610944
2014-01-03,926.0458103
2014-01-04,942.5041758
2014-01-05,1043.982539
2014-01-06,1066.390652
2014-01-07,990.7820217
2014-01-08,940.2433019
2014-01-09,979.712439
2014-01-10,997.9101669
2014-01-11,1031.108874
2014-01-12,1046.721476
2014-01-13,951.1853632
2014-01-14,995.6310444
2014-01-15,980.3685786
2014-01-16,993.069165
2014-01-17,911.3089617
2014-01-18,944.8967762
2014-01-19,991.7359468
2014-01-20,909.9690367
2014-01-21,971.2351323
2014-01-22,1012.565997
2014-01-23,1036.200976
2014-01-24,925.1237342
2014-01-25,979.1516824
2014-01-26,1001.510228
2014-01-27,993.784233
2014-01-28,915.6410857
2014-01-29,917.5082583
2014-01-30,996.3124247
2014-01-31,921.3646731
2014-02-01,970.1622208
2014-02-02,885.2849247
2014-02-03,958.0577482
2014-02-04,979.2000289
2014-02-05,876.7120494
2014-02-06,911.0865067
2014-02-07,924.3575384
2014-02-08,813.7729366
2014-02-09,752.6034234
2014-02-10,827.0290246
2014-02-11,806.1304956
2014-02-12,789.7941292
2014-02-13,696.3615393
2014-02-14,756.6000744
2014-02-15,805.6557754
2014-02-16,813.5156654
2014-02-17,763.4455868
2014-02-18,823.0579571
2014-02-19,699.6918158
2014-02-20,732.8947695
2014-02-21,634.7705969
2014-02-22,751.288266
2014-02-23,678.6268626
2014-02-24,690.82468
2014-02-25,648.5179755
2014-02-26,663.713437
2014-02-27,713.7964752
2014-02-28,749.9377202
2014-03-01,742.4182975
2014-03-02,743.3978178
2014-03-03,768.5352691
2014-03-04,785.8485927
2014-03-05,750.8497
2014-03-06,724.6106039
2014-03-07,696.0483973
2014-03-08,770.1248303
2014-03-09,740.5376275
2014-03-10,683.9054588
2014-03-11,762.2223928
2014-03-12,793.9376962
2014-03-13,720.9910863
2014-03-14,717.0619363
2014-03-15,722.2529209
2014-03-16,708.8540229
2014-03-17,786.2462423
2014-03-18,778.2463918
2014-03-19,762.4490697
2014-03-20,668.9410119
2014-03-21,672.172692
2014-03-22,711.2137827
2014-03-23,602.2102204
2014-03-24,657.8671148
2014-03-25,726.6494999
2014-03-26,732.3053145
2014-03-27,689.1928261
2014-03-28,626.2262852
2014-03-29,612.8266508
2014-03-30,547.5119656
2014-03-31,563.7820368
2014-04-01,621.8314018
2014-04-02,657.2932192
2014-04-03,557.6698583
2014-04-04,573.9152049
2014-04-05,596.0032228
2014-04-06,641.6463736
2014-04-07,567.9312704
2014-04-08,539.794948
2014-04-09,605.0606375
2014-04-10,537.9198164
2014-04-11,513.5016981
2014-04-12,552.7368128
2014-04-13,508.4645335
2014-04-14,532.6350527
2014-04-15,677.0325172
2014-04-16,706.6180724
2014-04-17,677.2014535
2014-04-18,625.8406477
2014-04-19,592.4680342
2014-04-20,618.8456303
2014-04-21,615.6684953
2014-04-22,594.8910587
2014-04-23,613.5435023
2014-04-24,634.9510286
2014-04-25,585.5934533
2014-04-26,594.0209811
2014-04-27,515.5494843
2014-04-28,506.5292732
2014-04-29,517.5581529
2014-04-30,550.2255921
2014-05-01,596.0069892
2014-05-02,555.8040646
2014-05-03,538.671123
2014-05-04,546.754123
2014-05-05,542.4538393
2014-05-06,572.4107449
2014-05-07,492.4465968
2014-05-08,582.4966779
2014-05-09,509.1140666
2014-05-10,495.9746873
2014-05-11,607.2301294
2014-05-12,495.4716933
2014-05-13,511.5736635
2014-05-14,586.6433881
2014-05-15,525.5021699
2014-05-16,524.2214595
2014-05-17,555.1097925
2014-05-18,497.1807158
2014-05-19,492.5265976
2014-05-20,648.3299055
2014-05-21,602.6773988
2014-05-22,672.4002247
2014-05-23,612.9702041
2014-05-24,627.7126172
2014-05-25,621.0895545
2014-05-26,744.0778718
2014-05-27,673.3326751
2014-05-28,717.4763376
2014-05-29,670.9105585
2014-05-30,745.911616
2014-05-31,745.9781756
2014-06-01,798.3123513
2014-06-02,738.9653591
2014-06-03,808.551332
2014-06-04,757.0120833
2014-06-05,733.646154
2014-06-06,776.9829685
2014-06-07,684.7295514
2014-06-08,697.3937028
2014-06-09,686.3951058
2014-06-10,691.8069992
2014-06-11,744.8160538
2014-06-12,682.3904737
2014-06-13,710.1203677
2014-06-14,695.9428778
2014-06-15,670.9717782
2014-06-16,687.9942751
2014-06-17,628.2444323
2014-06-18,712.5122451
2014-06-19,738.6799277
2014-06-20,770.7905256
2014-06-21,668.884948
2014-06-22,685.1985799
2014-06-23,652.4827987
2014-06-24,700.0699374
2014-06-25,750.0953848
2014-06-26,699.2361341
2014-06-27,720.1076506
2014-06-28,635.7786645
2014-06-29,697.7982657
2014-06-30,719.6322282
2014-07-01,819.1454471
2014-07-02,749.3630565
2014-07-03,771.535656
2014-07-04,686.1221023
2014-07-05,715.5319686
2014-07-06,790.45585
2014-07-07,765.9770009
2014-07-08,746.6129467
2014-07-09,759.0805995
2014-07-10,689.0671226
2014-07-11,789.0803915
2014-07-12,712.1856373
2014-07-13,809.4101949
2014-07-14,819.2315944
2014-07-15,781.7762404
2014-07-16,698.7035465
2014-07-17,751.8119047
2014-07-18,721.8829994
2014-07-19,736.1804075
2014-07-20,690.6829626
2014-07-21,725.5630106
2014-07-22,687.6729113
2014-07-23,775.9736988
2014-07-24,748.7468093
2014-07-25,687.409992
2014-07-26,719.9859007
2014-07-27,736.8835969
2014-07-28,713.7347695
2014-07-29,701.3103264
2014-07-30,680.6861596
2014-07-31,733.5483717
2014-08-01,776.6530093
2014-08-02,709.1764932
2014-08-03,662.6669109
2014-08-04,754.6010171
2014-08-05,677.6467134
2014-08-06,655.4764074
2014-08-07,740.8902695
2014-08-08,726.1157798
2014-08-09,738.5573305
2014-08-10,719.6531419
2014-08-11,655.5463331
2014-08-12,689.9357765
2014-08-13,659.5440044
2014-08-14,639.622352
2014-08-15,656.7069068
2014-08-16,629.1714732
2014-08-17,623.8237556
2014-08-18,534.6307036
2014-08-19,598.0120722
2014-08-20,569.1484269
2014-08-21,646.0050357
2014-08-22,606.2656869
2014-08-23,640.6857382
2014-08-24,611.9666495
2014-08-25,580.2843068
2014-08-26,623.3002024
2014-08-27,574.4809719
2014-08-28,590.0971246
2014-08-29,631.9501036
2014-08-30,610.6690004
2014-08-31,617.7426352
2014-09-01,632.7770846
2014-09-02,546.3220227
2014-09-03,644.2332327
2014-09-04,607.8598896
2014-09-05,554.3411062
2014-09-06,535.0159377
2014-09-07,607.9155246
2014-09-08,536.8086064
2014-09-09,658.9971165
2014-09-10,590.0963317
2014-09-11,571.9132095
2014-09-12,611.1336782
2014-09-13,547.2430086
2014-09-14,603.7015297
2014-09-15,577.2587065
2014-09-16,591.0208297
2014-09-17,556.1663284
2014-09-18,641.3859989
2014-09-19,509.0622173
2014-09-20,561.4758222
2014-09-21,540.5777433
2014-09-22,510.3946638
2014-09-23,475.5561144
2014-09-24,593.5706844
2014-09-25,517.6264656
2014-09-26,541.1798974
2014-09-27,603.3473524
2014-09-28,559.072445
2014-09-29,428.6301118
2014-09-30,456.9852907
2014-10-01,458.6217574
2014-10-02,502.3595786
2014-10-03,462.5944899
2014-10-04,437.0030423
2014-10-05,419.2139938
2014-10-06,438.6562368
2014-10-07,489.0418188
2014-10-08,485.6586698
2014-10-09,502.6630389
2014-10-10,482.0274802
2014-10-11,540.7791734
2014-10-12,426.4602979
2014-10-13,524.4534026
2014-10-14,470.6692941
2014-10-15,513.0479071
2014-10-16,477.0766493
2014-10-17,535.1964876
2014-10-18,485.7702343
2014-10-19,488.7639788
2014-10-20,524.7416929
2014-10-21,479.4480336
2014-10-22,465.8853031
2014-10-23,493.6535331
2014-10-24,448.2555365
2014-10-25,449.0449476
2014-10-26,497.3236819
2014-10-27,469.2388345
2014-10-28,484.5006727
2014-10-29,469.5885316
2014-10-30,512.9366878
2014-10-31,418.6718829
2014-11-01,500.9195342
2014-11-02,467.5685475
2014-11-03,400.6515958
2014-11-04,431.6032739
2014-11-05,483.1082596
2014-11-06,444.9266774
2014-11-07,466.603022
2014-11-08,500.9556017
2014-11-09,504.2181412
2014-11-10,432.329313
2014-11-11,507.0358339
2014-11-12,594.05616
2014-11-13,555.3073922
2014-11-14,546.5080174
2014-11-15,447.6192355
2014-11-16,424.8904389
2014-11-17,479.7611709
2014-11-18,493.0609459
2014-11-19,437.5841947
2014-11-20,527.4962294
2014-11-21,444.3924478
2014-11-22,502.5678456
2014-11-23,466.6269588
2014-11-24,399.6017538
2014-11-25,491.393697
2014-11-26,508.4027519
2014-11-27,453.142009
2014-11-28,401.4369584
2014-11-29,512.1661235
2014-11-30,515.0372238
2014-12-01,396.5905898
2014-12-02,421.5490829
2014-12-03,498.1800035
2014-12-04,533.3316548
2014-12-05,500.8302046
2014-12-06,469.1650712
2014-12-07,555.1913708
2014-12-08,503.7423892
2014-12-09,460.7652284
2014-12-10,432.1980412
2014-12-11,484.3770162
2014-12-12,423.4267254
2014-12-13,380.2887882
2014-12-14,429.27268
2014-12-15,536.381419
2014-12-16,474.3435501
2014-12-17,437.1731873
2014-12-18,377.9901538
2014-12-19,437.1650335
2014-12-20,393.5487999
2014-12-21,461.5859363
2014-12-22,434.0911596
2014-12-23,481.3412132
2014-12-24,379.1786884
2014-12-25,396.9222295
2014-12-26,440.4725626
2014-12-27,437.1044175
2014-12-28,398.9713956
2014-12-29,456.9691478
2014-12-30,412.0777254
2014-12-31,407.7507435
2015-01-01,391.8536178
2015-01-02,324.1501713
2015-01-03,427.9170225
2015-01-04,391.4252163
2015-01-05,440.2435945
2015-01-06,457.2386326
2015-01-07,400.4955002
2015-01-08,429.1413385
2015-01-09,430.8525394
2015-01-10,409.172923
2015-01-11,383.3764204
2015-01-12,346.2832775
2015-01-13,344.9028604
2015-01-14,368.3836167
2015-01-15,336.3081668
2015-01-16,244.6259512
2015-01-17,319.0038681
2015-01-18,269.8854978
2015-01-19,276.6906582
2015-01-20,319.5615391
2015-01-21,266.3928237
2015-01-22,260.2020992
2015-01-23,335.4209924
2015-01-24,345.2014775
2015-01-25,287.1030188
2015-01-26,457.6584767
2015-01-27,386.5304324
2015-01-28,341.8328394
2015-01-29,393.4639668
2015-01-30,318.590632
2015-01-31,391.1126702
2015-02-01,396.7621064
2015-02-02,367.8456465
2015-02-03,381.3251518
2015-02-04,354.5735549
2015-02-05,419.9820296
2015-02-06,338.1219722
2015-02-07,349.8465225
2015-02-08,310.8351722
2015-02-09,271.7577526
2015-02-10,386.4496036
2015-02-11,253.108474
2015-02-12,336.9373105
2015-02-13,345.2359933
2015-02-14,420.5191125
2015-02-15,341.9088816
2015-02-16,333.0538639
2015-02-17,304.6360725
2015-02-18,381.4168165
2015-02-19,330.5915215
2015-02-20,364.0513378
2015-02-21,405.386697
2015-02-22,313.5362812
2015-02-23,343.1336773
2015-02-24,364.0344641
2015-02-25,340.615371
2015-02-26,387.5081996
2015-02-27,428.0361817
2015-02-28,355.1897737
2015-03-01,311.1523242
2015-03-02,415.6946078
2015-03-03,403.0419393
2015-03-04,362.8232352
2015-03-05,364.3971799
2015-03-06,328.9610222
2015-03-07,317.8953738
2015-03-08,427.5585698
2015-03-09,390.9293879
2015-03-10,346.0633154
2015-03-11,384.3586358
2015-03-12,385.4853711
2015-03-13,402.6644406
2015-03-14,429.0671357
2015-03-15,326.5638129
2015-03-16,359.9444219
2015-03-17,438.3128528
2015-03-18,373.6324238
2015-03-19,318.2836279
2015-03-20,308.2471605
2015-03-21,387.804767
2015-03-22,354.5466675
2015-03-23,402.7120567
2015-03-24,415.7805348
2015-03-25,333.919298
2015-03-26,292.3027874
2015-03-27,433.4203869
2015-03-28,448.9435768
2015-03-29,278.5565931
2015-03-30,364.5047937
2015-03-31,341.2420731
2015-04-01,359.6888701
2015-04-02,330.8446207
2015-04-03,323.2263712
2015-04-04,357.8728007
2015-04-05,397.1671961
2015-04-06,317.7991465
2015-04-07,354.7449458
2015-04-08,341.8379354
2015-04-09,339.5955126
2015-04-10,335.4577874
2015-04-11,296.8616796
2015-04-12,406.8174471
2015-04-13,345.2803236
2015-04-14,320.8488884
2015-04-15,347.6749719
2015-04-16,249.2961542
2015-04-17,396.47005
2015-04-18,326.1470138
2015-04-19,302.1181536
2015-04-20,355.2507416
2015-04-21,298.9035335
2015-04-22,349.3636405
2015-04-23,372.1579246
2015-04-24,329.616636
2015-04-25,259.6986466
2015-04-26,326.2387361
2015-04-27,263.4772798
2015-04-28,416.2273307
2015-04-29,394.260068
2015-04-30,349.3302722
2015-05-01,378.7958814
2015-05-02,377.6376995
2015-05-03,360.9122498
2015-05-04,335.8277203
2015-05-05,305.6502281
2015-05-06,409.7250087
2015-05-07,390.73167
2015-05-08,335.0716547
2015-05-09,392.4226704
2015-05-10,303.2015026
2015-05-11,259.0912404
2015-05-12,323.5990794
2015-05-13,376.350636
2015-05-14,339.8358163
2015-05-15,338.3974398
2015-05-16,352.4941736
2015-05-17,301.9836783
2015-05-18,395.335231
2015-05-19,317.1215487
2015-05-20,417.5295695
2015-05-21,373.6889073
2015-05-22,370.3024337
2015-05-23,323.3038404
2015-05-24,311.005511
2015-05-25,268.2157703
2015-05-26,410.7140536
2015-05-27,393.9949097
2015-05-28,330.0277397
2015-05-29,371.8123381
2015-05-30,347.298045
2015-05-31,260.6486896
2015-06-01,327.8233108
2015-06-02,303.1965684
2015-06-03,416.5346739
2015-06-04,403.3748189
2015-06-05,333.237979
2015-06-06,240.3398509
2015-06-07,316.5113493
2015-06-08,358.785836
2015-06-09,289.892566
2015-06-10,320.838152
2015-06-11,300.1160136
2015-06-12,413.8555446
2015-06-13,285.847243
2015-06-14,297.6867331
2015-06-15,297.7166717
2015-06-16,330.4232141
2015-06-17,335.2232069
2015-06-18,343.1996973
2015-06-19,415.241881
2015-06-20,415.1373128
2015-06-21,392.385394
2015-06-22,387.5757178
2015-06-23,330.6610726
2015-06-24,337.995561
2015-06-25,319.1915196
2015-06-26,361.2903557
2015-06-27,350.5195912
2015-06-28,285.6008312
2015-06-29,363.3873141
2015-06-30,434.6274773
2015-07-01,399.1925681
2015-07-02,381.1823557
2015-07-03,289.1272351
2015-07-04,308.0112072
2015-07-05,456.2785033
2015-07-06,405.6072546
2015-07-07,321.8484257
2015-07-08,412.2413613
2015-07-09,350.1455394
2015-07-10,340.0215819
2015-07-11,340.2451337
2015-07-12,401.4879217
2015-07-13,348.3581701
2015-07-14,383.6203749
2015-07-15,405.7368436
2015-07-16,393.7324253
2015-07-17,366.2346461
2015-07-18,332.3535553
2015-07-19,397.9992097
2015-07-20,392.3705724
2015-07-21,327.3347148
2015-07-22,452.0441304
2015-07-23,401.5935753
2015-07-24,442.5737864
2015-07-25,376.6618821
2015-07-26,462.1600655
2015-07-27,421.0352613
2015-07-28,413.2176761
2015-07-29,332.1347186
2015-07-30,367.0572645
2015-07-31,370.2526995
2015-08-01,392.9105411
2015-08-02,480.2081511
2015-08-03,372.4564809
2015-08-04,389.9207065
2015-08-05,380.1634646
2015-08-06,456.3674298
2015-08-07,344.0556745
2015-08-08,421.8434135
2015-08-09,280.186225
2015-08-10,436.4644964
2015-08-11,359.6610101
2015-08-12,371.5800007
2015-08-13,350.7523324
2015-08-14,407.6151184
2015-08-15,373.8318672
2015-08-16,378.4673953
2015-08-17,357.160648
2015-08-18,395.0466832
2015-08-19,287.0022463
2015-08-20,278.7613746
2015-08-21,257.8520659
2015-08-22,329.020394
2015-08-23,347.6456319
2015-08-24,299.3275577
2015-08-25,253.6031206
2015-08-26,317.5368615
2015-08-27,389.3253723
2015-08-28,309.9525426
2015-08-29,354.9953176
2015-08-30,339.4270846
2015-08-31,307.3434245
2015-09-01,327.7926896
2015-09-02,327.5905561
2015-09-03,340.7420329
2015-09-04,361.7911945
2015-09-05,313.0500846
2015-09-06,355.2923028
2015-09-07,269.839223
2015-09-08,265.5998966
2015-09-09,355.3405257
2015-09-10,345.2967431
2015-09-11,407.5254592
2015-09-12,329.4183749
2015-09-13,351.704066
2015-09-14,340.865941
2015-09-15,275.1366817
2015-09-16,296.0479961
2015-09-17,395.7235109
2015-09-18,296.9247465
2015-09-19,348.3685045
2015-09-20,312.3835303
2015-09-21,322.6822151
2015-09-22,316.6775199
2015-09-23,309.9373089
2015-09-24,313.6214079
2015-09-25,299.9210346
2015-09-26,366.2879944
2015-09-27,310.1694881
2015-09-28,310.1354595
2015-09-29,325.5440244
2015-09-30,364.0045893
2015-10-01,368.6982139
2015-10-02,306.9894867
2015-10-03,326.6578102
2015-10-04,335.1153472
2015-10-05,277.9533913
2015-10-06,373.9412249
2015-10-07,305.223724
2015-10-08,291.3631149
2015-10-09,354.4134561
2015-10-10,340.4830155
2015-10-11,350.9976577
2015-10-12,359.4248343
2015-10-13,345.5571984
2015-10-14,317.1184841
2015-10-15,337.8085609
2015-10-16,288.5375267
2015-10-17,432.8122666
2015-10-18,367.8350209
2015-10-19,451.0896251
2015-10-20,383.5425246
2015-10-21,380.8446536
2015-10-22,356.1346246
2015-10-23,414.2087142
2015-10-24,330.7392885
2015-10-25,305.2436916
2015-10-26,368.5149744
2015-10-27,336.612007
2015-10-28,376.021581
2015-10-29,385.2931168
2015-10-30,474.713146
2015-10-31,489.6781005
2015-11-01,404.2955435
2015-11-02,441.4479192
2015-11-03,530.3669847
2015-11-04,651.7513712
2015-11-05,528.9064743
2015-11-06,489.155947
2015-11-07,472.7054377
2015-11-08,445.6212748
2015-11-09,449.8703132
2015-11-10,453.6504506
2015-11-11,521.3251755
2015-11-12,392.6832231
2015-11-13,511.018486
2015-11-14,380.5403533
2015-11-15,403.6875829
2015-11-16,410.227756
2015-11-17,439.2021428
2015-11-18,513.5097974
2015-11-19,451.6304013
2015-11-20,514.999117
2015-11-21,433.6088078
2015-11-22,396.1350433
2015-11-23,424.9284817
2015-11-24,484.3060816
2015-11-25,350.7347493
2015-11-26,508.1679193
2015-11-27,480.1130975
2015-11-28,511.9307017
2015-11-29,501.6564028
2015-11-30,493.2488483
2015-12-01,496.3810152
2015-12-02,475.4645863
2015-12-03,449.881647
2015-12-04,497.7358292
2015-12-05,442.2061037
2015-12-06,487.1036878
2015-12-07,501.4387369
2015-12-08,425.0711717
2015-12-09,520.9123334
2015-12-10,505.1995639
2015-12-11,630.071344
2015-12-12,522.2259897
2015-12-13,537.7082872
2015-12-14,541.1288191
2015-12-15,589.4702033
2015-12-16,637.5792227
2015-12-17,576.8163294
2015-12-18,516.3397425
2015-12-19,617.5652421
2015-12-20,635.2752828
2015-12-21,560.7613072
2015-12-22,548.1896732
2015-12-23,565.4241082
2015-12-24,577.8280977
2015-12-25,496.6701743
2015-12-26,574.6442834
2015-12-27,569.2211206
2015-12-28,561.222675
2015-12-29,563.9791066
2015-12-30,455.585387
2015-12-31,529.8001696
2016-01-01,512.6278935
2016-01-02,514.830051
2016-01-03,467.1948251
2016-01-04,534.352044
2016-01-05,491.2448672
2016-01-06,565.7311563
2016-01-07,531.2219313
2016-01-08,586.6689135
2016-01-09,552.9911457
2016-01-10,492.5002649
2016-01-11,504.3634528
2016-01-12,483.7687042
2016-01-13,591.5759416
2016-01-14,475.3292904
2016-01-15,624.1607219
2016-01-16,530.6103423
2016-01-17,556.7458302
2016-01-18,518.6690352
2016-01-19,481.6968412
2016-01-20,587.6109075
2016-01-21,481.9412461
2016-01-22,569.7478215
2016-01-23,503.9297619
2016-01-24,507.0130558
2016-01-25,457.0619595
2016-01-26,471.741393
2016-01-27,548.963879
2016-01-28,544.769734
2016-01-29,463.494489
2016-01-30,472.4215202
2016-01-31,495.7521423
2016-02-01,469.1732432
2016-02-02,434.1067705
2016-02-03,544.4446222
2016-02-04,550.0087772
2016-02-05,551.1526123
2016-02-06,515.4623833
2016-02-07,440.5585574
2016-02-08,476.8991011
2016-02-09,468.5206663
2016-02-10,551.0917491
2016-02-11,464.1999844
2016-02-12,521.3191228
2016-02-13,553.8707263
2016-02-14,500.1657327
2016-02-15,492.0981162
2016-02-16,449.7642037
2016-02-17,521.3974337
2016-02-18,593.4817502
2016-02-19,565.6934622
2016-02-20,485.2428432
2016-02-21,593.8138149
2016-02-22,491.5502784
2016-02-23,496.2187506
2016-02-24,500.1577258
2016-02-25,532.4942326
2016-02-26,544.5150248
2016-02-27,539.7059927
2016-02-28,590.5516331
2016-02-29,614.5626648
2016-03-01,554.0531739
2016-03-02,499.1577648
2016-03-03,583.3098086
2016-03-04,532.7908523
2016-03-05,493.5406584
2016-03-06,516.3010122
2016-03-07,508.7813875
2016-03-08,560.7704778
2016-03-09,522.6454005
2016-03-10,553.8765901
2016-03-11,453.1036114
2016-03-12,567.8929905
2016-03-13,524.25183
2016-03-14,503.4258798
2016-03-15,526.4295084
2016-03-16,547.1854298
2016-03-17,554.6382062
2016-03-18,513.5949316
2016-03-19,578.1563117
2016-03-20,549.5137545
2016-03-21,474.4157734
2016-03-22,538.1448393
2016-03-23,527.5240055
2016-03-24,587.2227022
2016-03-25,583.980829
2016-03-26,549.4896006
2016-03-27,502.8084101
2016-03-28,517.6212153
2016-03-29,582.4885888
2016-03-30,510.2473419
2016-03-31,526.0386338
2016-04-01,570.6684342
2016-04-02,485.3877622
2016-04-03,499.5284896
2016-04-04,489.2326485
2016-04-05,558.3214825
2016-04-06,539.0917951
2016-04-07,523.8689904
2016-04-08,466.9851168
2016-04-09,476.5477923
2016-04-10,533.6561266
2016-04-11,565.4138722
2016-04-12,547.9328438
2016-04-13,454.5235214
2016-04-14,529.9887351
